"participant","complete","amp_recognition_response","gender","age","modern_racism_scale_total","mean_rating","IAT_mean_RT","IAT_perc_acc","IAT_exclude_based_on_fast_trials","AMP_mean_RT","AMP_perc_acc","AMP_neutral_perc_acc","AMP_race_perc_acc","AMP_diff","exclude","condition","IAT_condition","block_order","task_order"
878482895,TRUE,"Only black faces","male",55,13,5.17,993,0.96,FALSE,889,0.53,0.54,0.52,-0.02,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
884023079,TRUE,"Only black faces","male",28,11,5.83,1354,0.99,FALSE,481,0.95,0.92,0.98,0.0599999999999999,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
886966735,TRUE,"I don't know","female",30,11,5.83,939,0.96,FALSE,474,0.81,0.7,0.92,0.22,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
888521250,TRUE,"I don't know","male",19,20,4,924,0.92,FALSE,509,0.74,0.72,0.76,0.04,FALSE,2,"Race IAT","incongruent","ratings first"
890059509,TRUE,"Only black faces","female",63,13,3.67,810,0.98,FALSE,503,0.71,0.62,0.8,0.18,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
890183240,TRUE,"Only black faces","male",26,19,4,681,0.93,FALSE,589,0.39,0.46,0.32,-0.14,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
897461333,TRUE,"Only black faces","male",18,20,4.67,1703,0.97,FALSE,757,0.6,0.44,0.76,0.32,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
901746794,TRUE,"Only black faces","female",23,15,4,854,0.93,FALSE,621,0.74,0.68,0.8,0.12,FALSE,2,"Race IAT","incongruent","ratings first"
902210692,TRUE,"Only black faces","female",26,14,4.83,778,0.87,FALSE,387,0.81,0.76,0.86,0.1,FALSE,4,"Race IAT","incongruent","SCIAT first"
902266725,TRUE,"I don't know","female",31,19,4.67,852,0.96,FALSE,516,0.64,0.56,0.72,0.16,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
902827843,TRUE,"Only black faces","female",65,15,4,893,0.88,FALSE,431,0.57,0.6,0.54,-0.0599999999999999,FALSE,3,"Race IAT","congruent","SCIAT first"
905831587,TRUE,"Only black faces","female",64,19,2.67,1167,1,FALSE,666,0.67,1,0.34,-0.66,FALSE,3,"Race IAT","congruent","SCIAT first"
906073171,TRUE,"Only black faces","male",46,19,4.5,752,0.95,FALSE,459,0.93,0.88,0.98,0.1,FALSE,3,"Race IAT","congruent","SCIAT first"
910709565,TRUE,"Only black faces","male",40,33,1.83,3015,0.96,FALSE,1075,0.34,0.02,0.66,0.64,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
912437595,TRUE,"Only black faces","male",35,28,4,1247,0.96,FALSE,553,0.74,0.68,0.8,0.12,FALSE,3,"Race IAT","congruent","SCIAT first"
912610539,TRUE,"I don't know","female ",20,16,4,1041,0.97,FALSE,194,0.78,0.8,0.76,-0.04,FALSE,3,"Race IAT","congruent","SCIAT first"
913182879,TRUE,"Only black faces","male",45,19,4,899,0.94,FALSE,734,1,1,1,0,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
913472146,TRUE,"Only black faces","female",24,17,5.5,717,0.97,FALSE,549,0.61,0.56,0.66,0.1,FALSE,2,"Race IAT","incongruent","ratings first"
914656232,TRUE,"Only black faces","male",21,24,6.83,850,0.91,FALSE,623,0.92,0.84,1,0.16,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
916705010,TRUE,"Only black faces","male",37,15,4.17,995,0.98,FALSE,328,0.64,0.58,0.7,0.12,FALSE,2,"Race IAT","incongruent","ratings first"
917643929,TRUE,"Only black faces","male",66,24,4,762,0.96,FALSE,725,0.61,0.58,0.64,0.0600000000000001,FALSE,1,"Race IAT","congruent","ratings first"
919092868,TRUE,"Only black faces","female",52,15,5.83,788,1,FALSE,782,0.47,0.52,0.42,-0.1,FALSE,4,"Race IAT","incongruent","SCIAT first"
931329471,TRUE,"Only black faces","female",25,15,4.33,812,0.98,FALSE,614,0.63,0.68,0.58,-0.1,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
932005119,TRUE,"I don't know","male",28,15,3.67,665,0.88,FALSE,636,0.87,0.84,0.9,0.0600000000000001,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
933269461,TRUE,"Only black faces","male",45,35,2.83,1433,0.78,FALSE,2298,0.39,0.12,0.66,0.54,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
935523677,TRUE,"Only white faces","male",35,24,3.83,2167,0.97,FALSE,1072,0.57,0.84,0.3,-0.54,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
942324321,TRUE,"Only black faces","female",53,16,4,982,0.98,FALSE,600,0.45,0.54,0.36,-0.18,FALSE,1,"Race IAT","congruent","ratings first"
948366732,TRUE,"Only black faces","female",45,14,7,803,0.95,FALSE,173,0.99,1,0.98,-0.02,FALSE,4,"Race IAT","incongruent","SCIAT first"
949214698,TRUE,"Only black faces","male",33,17,4.83,1218,0.86,FALSE,348,0.93,0.92,0.94,0.0199999999999999,FALSE,2,"Race IAT","incongruent","ratings first"
951126337,TRUE,"Only black faces","female",37,11,6,976,0.97,FALSE,409,0.57,0.54,0.6,0.0599999999999999,FALSE,1,"Race IAT","congruent","ratings first"
952006938,TRUE,"Only black faces","female",46,17,5.67,1072,0.97,FALSE,686,0.71,0.66,0.76,0.1,FALSE,2,"Race IAT","incongruent","ratings first"
952333584,TRUE,"Only black faces","female",29,23,3.5,889,0.86,FALSE,786,0.53,0.52,0.54,0.02,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
954702142,TRUE,"Only black faces","male",43,15,4,874,0.91,FALSE,920,0.77,0.74,0.8,0.0600000000000001,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
956708556,TRUE,"Both white and black faces","female",36,17,4.5,900,1,FALSE,660,0.77,0.58,0.96,0.38,FALSE,4,"Race IAT","incongruent","SCIAT first"
971111375,TRUE,"Only black faces","male",59,21,4.17,783,0.96,FALSE,837,0.75,0.88,0.62,-0.26,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
972375767,TRUE,"Only black faces","female",30,28,4,600,0.93,FALSE,262,0.87,0.86,0.88,0.02,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
974526156,TRUE,"Only black faces","male",57,14,3.83,1512,0.92,FALSE,856,0.53,0.52,0.54,0.02,FALSE,4,"Race IAT","incongruent","SCIAT first"
974899840,TRUE,"I don't know","female",32,25,5,676,0.97,FALSE,532,0.86,0.8,0.92,0.12,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
975448919,TRUE,"Only black faces","male",29,14,4.33,666,0.92,FALSE,434,0.48,0.44,0.52,0.08,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
976684141,TRUE,"Only black faces","male",38,13,4.17,740,0.92,FALSE,379,0.77,0.76,0.78,0.02,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
978566590,TRUE,"Only black faces","male",27,16,4.17,743,0.93,FALSE,237,0.98,0.96,1,0.04,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
989661499,TRUE,"Both white and black faces","female",29,15,6,790,0.92,FALSE,359,0.7,0.66,0.74,0.08,FALSE,3,"Race IAT","congruent","SCIAT first"
991875699,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,3,"Race IAT","congruent","SCIAT first"
992132586,TRUE,"Only black faces","male",56,18,5.17,985,0.96,FALSE,474,0.75,0.74,0.76,0.02,FALSE,2,"Race IAT","incongruent","ratings first"
992216196,TRUE,"Only black faces","male",21,26,4.33,969,0.96,FALSE,746,0.66,0.6,0.72,0.12,FALSE,4,"Race IAT","incongruent","SCIAT first"
993048628,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,4,"Race IAT","incongruent","SCIAT first"
995007062,TRUE,"Both white and black faces","male",19,20,3.83,721,0.96,FALSE,468,0.59,0.52,0.66,0.14,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
998555993,TRUE,"Only black faces","male",45,35,3.17,1109,0.88,FALSE,789,0.51,0.28,0.74,0.46,FALSE,1,"Race IAT","congruent","ratings first"
